"customer_id","First name","Last name","gender","language","agree_for_promo","autopay_card","customer_category","status","data_of_birth"
"593","Lily","Lavoie","female","French","No","No","business","active","1976-10-04 00:00:00"
"594","Mason","Lewis","male","English","Yes","No"," physical","active","1985-08-28 00:00:00"
"595","Miles","Murphy","male","English","Yes","No"," physical","active","1978-11-16 00:00:00"
"596","Chloe","MacDonald","female","English","No","No"," physical","active","1977-02-08 00:00:00"
"597","Liam","Morin","male","English","Yes","No"," physical","active","1990-03-19 00:00:00"
"598","Zoey","Anderson","female","English","No","No"," physical","active","1949-02-04 00:00:00"
"599","Grayson","Michaud","male","English","Yes","No"," physical","active","1954-10-05 00:00:00"
"600","Luca","Evans","male","English","Yes","Yes"," physical","active","1996-06-04 00:00:00"
"601","Miles","Rogen","male","English","No","No"," physical","active","1976-04-22 00:00:00"
"602","Lily","Nguyen","female","English","Yes","Yes"," physical","inactive","1948-10-17 00:00:00"
"603","James","Chen","male","English","No","No"," physical","inactive","2000-08-25 00:00:00"
"604","Riley","Michaud","female","English","Yes","Yes","business","active","1974-05-26 00:00:00"
"605","Amelia","Graham","female","French","Yes","No"," physical","active","1963-01-04 00:00:00"
"606","Abigail","Martin","female","English","Yes","No","business","active","1950-01-31 00:00:00"
"607","Mason","Peters","male","English","No","Yes"," physical","active","1989-04-11 00:00:00"
"608","Nora","Murphy","female","English","No","No"," physical","active","1965-12-11 00:00:00"
"609","Liam","Khan","male","French","Yes","Yes"," physical","inactive","1978-03-07 00:00:00"
"610","Mia","Rogen","female","English","No","No"," physical","active","1982-07-24 00:00:00"
"611","Elliot","Chen","male","English","Yes","Yes"," physical","active","1948-07-21 00:00:00"
"612","Nathan","Khan","male","English","Yes","No"," physical","active","1944-09-29 00:00:00"
"613","Henry","Richard","male","English","No","No"," physical","active","1966-02-02 00:00:00"
"614","Sophia","Chen","female","English","Yes","Yes"," physical","active","1955-09-21 00:00:00"
"615","Jackson","Gill","male","English","Yes","No"," physical","active","1988-04-06 00:00:00"
"616","Isabella","Leblanc","female","English","Yes","Yes"," physical","active","1969-03-25 00:00:00"
"617","Oliver","Cameron","male","English","No","No"," physical","active","1962-02-23 00:00:00"
"618","Lily","Anderson","female","English","Yes","Yes"," physical","active","1980-10-17 00:00:00"
"619","Ethan","MacDonald","male","English","Yes","Yes"," physical","active","1940-07-27 00:00:00"
"620","Aria","Robinson","female","English","Yes","Yes"," physical","active","1991-03-17 00:00:00"
"621","Amelia","Lapointe","female","English","Yes","Yes"," physical","active","1976-07-20 00:00:00"
"622","Hannah","Patel","female","English","No","No"," physical","active","1959-11-20 00:00:00"
"623","Elliot","Fortin","male","English","Yes","No"," physical","active","2001-01-14 00:00:00"
"624","Zoey","Mitchell","female","English","No","No","business","inactive","1984-07-11 00:00:00"
"625","Ava","Anderson","female","English","No","No"," physical","active","1965-01-09 00:00:00"
"626","Emma","Leblanc","female","English","No","Yes"," physical","active","1996-03-22 00:00:00"
"627","James","Murphy","male","English","No","No"," physical","active","1970-07-12 00:00:00"
"628","Mason","Reynolds","male","English","No","No"," physical","active","1941-05-30 00:00:00"
"629","Hannah","Patel","female","English","Yes","No","business","active","1996-04-22 00:00:00"
"630","Owen","Leblanc","male","English","No","Yes"," physical","active","1972-06-05 00:00:00"
"631","Isla","Pelletier","female","English","No","No"," physical","inactive","1998-01-12 00:00:00"
"632","Olivia","Patel","female","English","No","Yes"," physical","inactive","1962-06-18 00:00:00"
"633","Owen","Patel","male","English","Yes","No"," physical","active","1952-09-10 00:00:00"
"634","Ella","Fortin","female","English","No","Yes"," physical","active","1968-11-30 00:00:00"
"635","Mia","Martin","female","English","Yes","No"," physical","active","1981-03-20 00:00:00"
"636","Chloe","Lin","female","English","Yes","No"," physical","active","1979-10-15 00:00:00"
"637","Jack","Pelletier","male","French","No","Yes"," physical","active","1959-05-05 00:00:00"
"638","Ella","Morrison","female","English","No","Yes"," physical","active","1987-02-14 00:00:00"
"639","Noah","Levesque","male","English","Yes","Yes"," physical","active","1960-10-15 00:00:00"
"640","Chloe","Landry","female","French","Yes","Yes"," physical","active","1986-12-05 00:00:00"
"641","Aria","Fortin","female","English","Yes","Yes"," physical","active","1962-02-17 00:00:00"
"642","James","Beaulieu","male","English","No","No","business","active","1986-10-10 00:00:00"
"643","Nathan","Martin","male","English","No","Yes"," physical","active","1969-09-26 00:00:00"
"644","James","Pelletier","male","English","Yes","Yes"," physical","active","1951-04-17 00:00:00"
"645","Noah","Fortin","male","French","No","Yes"," physical","active","1967-01-24 00:00:00"
"646","Liam","Johnson","male","English","Yes","Yes"," physical","active","1975-05-02 00:00:00"
"647","Avery","Lewis","female","English","Yes","Yes"," physical","active","1981-11-24 00:00:00"
"648","Lucas","Richard","male","English","Yes","Yes"," physical","active","1972-03-28 00:00:00"
"649","Lucas","Johnston","male","English","No","No"," physical","active","1962-11-25 00:00:00"
"650","Grayson","Reynolds","male","French","No","No"," physical","active","1962-04-07 00:00:00"
"651","Ethan","Gill","male","French","Yes","No"," physical","active","1992-10-19 00:00:00"
"652","Theodore","Hall","male","English","Yes","No","business","active","1950-06-29 00:00:00"
"653","Amelia","Bouchard","female","English","Yes","No"," physical","active","1953-09-27 00:00:00"
"654","Nathan","Martin","male","English","Yes","No"," physical","active","2000-07-23 00:00:00"
"655","Mia","Peters","female","French","No","Yes"," physical","active","1972-11-27 00:00:00"
"656","William","Lewis","male","English","No","Yes"," physical","active","1966-01-18 00:00:00"
"657","Scarlett","Johnston","female","English","Yes","No"," physical","active","1987-05-28 00:00:00"
"658","Scarlett","Murphy","female","English","No","No"," physical","active","1975-06-07 00:00:00"
"659","Levi","Morin","male","English","Yes","Yes"," physical","active","1991-12-13 00:00:00"
"660","Isabella","Chen","female","English","Yes","Yes"," physical","active","1994-03-10 00:00:00"
"661","Mateo","Lin","male","English","Yes","No"," physical","active","1942-08-02 00:00:00"
"662","Grayson","Lin","male","English","No","Yes"," physical","active","1989-10-31 00:00:00"
"663","Mila","Lavoie","female","French","No","Yes"," physical","inactive","1975-02-10 00:00:00"
"664","Nora","Khan","female","English","No","Yes","business","active","1978-05-05 00:00:00"
"665","Everly","Lin","female","English","No","Yes","business","active","1983-01-22 00:00:00"
"666","Aria","Davis","female","English","Yes","No"," physical","active","1995-05-29 00:00:00"
"667","Chloe","Campbell","female","English","No","No"," physical","active","1985-02-18 00:00:00"
"668","Nathan","Lavoie","male","English","No","No"," physical","active","1955-05-18 00:00:00"
"669","Luca","Richard","male","English","No","No"," physical","active","1996-07-18 00:00:00"
"670","Olivia","Peters","female","French","Yes","No"," physical","active","1993-03-04 00:00:00"
"671","Benjamin","Richard","male","French","Yes","No"," physical","active","1985-03-02 00:00:00"
"672","Olivia","Anderson","female","French","Yes","No"," physical","active","1994-10-10 00:00:00"
"673","Noah","Davis","male","English","No","Yes"," physical","active","1973-02-01 00:00:00"
"674","Alexander","Lin","male","French","Yes","No"," physical","active","1945-03-10 00:00:00"
"675","Owen","Patel","male","English","No","No","business","active","1954-03-08 00:00:00"
"676","Jack","Graham","male","English","No","No"," physical","active","1983-04-01 00:00:00"
"677","Alexander","Gill","male","English","Yes","No","business","active","1969-06-09 00:00:00"
"678","Theodore","Graham","male","French","No","Yes"," physical","active","1970-01-20 00:00:00"
"679","James","Davis","male","French","Yes","No"," physical","active","1964-05-17 00:00:00"
"680","Lucas","Harris","male","English","Yes","Yes"," physical","active","1953-05-13 00:00:00"
"681","Ava","Kennedy","female","English","Yes","No"," physical","active","1982-01-06 00:00:00"
"682","Ethan","Landry","male","English","No","No"," physical","active","1978-11-11 00:00:00"
"683","Oliver","Fortin","male","English","No","No"," physical","active","1986-08-12 00:00:00"
"684","Grayson","Harris","male","English","Yes","Yes"," physical","active","1956-08-14 00:00:00"
"685","Mila","Anderson","female","English","Yes","Yes"," physical","active","1969-03-24 00:00:00"
"686","Nathan","Grant","male","English","No","Yes","business","active","1998-09-25 00:00:00"
"687","Jack","Reynolds","male","English","Yes","Yes"," physical","inactive","1987-01-23 00:00:00"
"688","Zoey","King","female","English","No","No"," physical","active","1960-09-23 00:00:00"
"689","Liam","Cote","male","English","No","No"," physical","active","1975-11-11 00:00:00"
"690","Elliot","Michaud","male","English","No","Yes"," physical","active","1959-08-16 00:00:00"
"691","Amelia","Evans","female","English","Yes","No"," physical","active","1959-11-16 00:00:00"
"692","Henry","Cameron","male","English","Yes","No","business","active","1975-11-07 00:00:00"
"693","James","Levesque","male","English","Yes","Yes"," physical","active","1964-12-11 00:00:00"
"694","Mila","Mitchell","female","English","Yes","No"," physical","active","1977-01-14 00:00:00"
"695","Hannah","Beaulieu","female","French","No","No"," physical","inactive","1993-09-16 00:00:00"
"696","Oliver","Johnston","male","French","Yes","No"," physical","active","1981-02-26 00:00:00"
"697","Charlotte","Murray","female","English","No","No"," physical","active","1988-07-08 00:00:00"
"698","Owen","Mitchell","male","English","No","No"," physical","inactive","1970-08-28 00:00:00"
"699","Emma","King","female","English","No","Yes"," physical","inactive","1968-06-12 00:00:00"
"700","Aria","Pelletier","female","French","No","Yes"," physical","active","1971-01-19 00:00:00"
"701","Grayson","Murray","male","English","No","No"," physical","active","1993-12-30 00:00:00"
"702","Hannah","Cote","female","English","No","No"," physical","active","1974-08-24 00:00:00"
"703","Riley","Khan","female","English","No","Yes"," physical","active","1999-01-23 00:00:00"
"704","Abigail","Johnston","female","English","No","Yes"," physical","inactive","1957-09-24 00:00:00"
"705","Zoey","Campbell","female","English","Yes","No"," physical","active","1994-04-26 00:00:00"
"706","Chloe","Martin","female","English","No","No"," physical","active","1953-01-28 00:00:00"
"707","Luca","Ouellet","male","English","No","Yes"," physical","active","1999-10-02 00:00:00"
"708","Owen","Levesque","male","French","No","No"," physical","active","1956-05-10 00:00:00"
"709","Jack","Gagnon","male","French","Yes","Yes","business","inactive","1988-09-10 00:00:00"
"710","Luca","Michaud","male","English","Yes","Yes"," physical","active","1957-03-12 00:00:00"
"711","Lucas","Gill","male","French","Yes","Yes"," physical","active","1979-06-09 00:00:00"
"712","Avery","Ouellet","female","English","Yes","Yes"," physical","active","1980-03-05 00:00:00"
"713","Mateo","Morrison","male","English","Yes","Yes"," physical","active","1956-06-08 00:00:00"
"714","Amelia","Belanger","female","French","No","No"," physical","active","1974-03-24 00:00:00"
"715","Henry","Lapointe","male","English","No","No"," physical","active","1940-10-06 00:00:00"
"716","Avery","Kennedy","female","English","Yes","No"," physical","active","1983-02-05 00:00:00"
"717","Logan","Reynolds","male","English","No","Yes"," physical","active","1964-03-03 00:00:00"
"718","Lily","Hall","female","French","No","Yes"," physical","active","1957-10-19 00:00:00"
"719","Nora","Johnson","female","English","Yes","Yes","business","active","1987-02-21 00:00:00"
"720","Mateo","Kennedy","male","French","Yes","Yes"," physical","active","1941-11-05 00:00:00"
"721","Scarlett","Lapointe","female","English","No","No"," physical","active","2000-07-12 00:00:00"
"722","Isla","Murphy","female","English","No","Yes"," physical","active","1941-06-15 00:00:00"
"723","Lily","Grant","female","English","Yes","No"," physical","inactive","1967-03-30 00:00:00"
"724","Isla","Davis","female","English","No","Yes"," physical","active","1956-05-18 00:00:00"
"725","James","Mitchell","male","English","Yes","No"," physical","active","1997-05-13 00:00:00"
"726","Amelia","Hall","female","English","Yes","Yes"," physical","active","1999-04-25 00:00:00"
"727","Chloe","Cameron","female","French","No","No"," physical","active","1989-05-01 00:00:00"
"728","Owen","Morin","male","English","No","Yes"," physical","active","1967-07-15 00:00:00"
"729","Jacob","Lapointe","male","English","No","No"," physical","active","1948-11-06 00:00:00"
"730","Jack","Gauthier","male","English","No","No"," physical","active","1995-01-13 00:00:00"
"731","Chloe","Hall","female","English","No","No"," physical","inactive","1966-07-12 00:00:00"
"732","Owen","Patel","male","English","No","Yes"," physical","active","1946-01-21 00:00:00"
"733","Mateo","Cameron","male","English","No","No","business","active","1987-10-17 00:00:00"
"734","Abigail","Levesque","female","English","No","No"," physical","active","1982-09-06 00:00:00"
"735","Everly","Anderson","female","French","Yes","No"," physical","active","1957-09-20 00:00:00"
"736","Henry","Nguyen","male","English","No","No","business","active","1961-07-18 00:00:00"
"737","Isabella","Morrison","female","English","No","No"," physical","active","1986-09-07 00:00:00"
"738","Zoey","Gagnon","female","English","Yes","Yes"," physical","inactive","1967-06-23 00:00:00"
"739","Isabella","Patel","female","English","No","Yes"," physical","active","1941-07-29 00:00:00"
"740","Olivia","Gill","female","English","Yes","No","business","active","1977-06-21 00:00:00"
"741","Alexander","Lavoie","male","English","Yes","Yes"," physical","active","1980-12-15 00:00:00"
"742","Charlie","King","female","French","Yes","Yes"," physical","active","1981-07-06 00:00:00"
"743","Isabella","Johnston","female","English","Yes","Yes"," physical","active","1999-11-20 00:00:00"
"744","Lucas","Reynolds","male","English","No","Yes"," physical","active","1979-11-06 00:00:00"
"745","Ellie","Peters","female","English","Yes","Yes"," physical","active","1996-09-03 00:00:00"
"746","Charlotte","Murphy","female","English","Yes","No"," physical","inactive","1983-10-01 00:00:00"
"747","Scarlett","Nguyen","female","English","Yes","Yes"," physical","active","1953-10-10 00:00:00"
"748","Mason","Evans","male","English","Yes","No"," physical","active","1972-12-10 00:00:00"
"749","Zoey","Pelletier","female","English","Yes","No"," physical","active","1941-05-12 00:00:00"
"750","Emma","Reynolds","female","French","Yes","Yes"," physical","active","1948-03-03 00:00:00"
"751","Ethan","Grant","male","English","Yes","No"," physical","active","1985-10-02 00:00:00"
"752","Oliver","Gagnon","male","English","No","Yes"," physical","active","1949-02-03 00:00:00"
"753","Jack","Gill","male","French","No","Yes"," physical","active","1988-01-11 00:00:00"
"754","Jack","Mitchell","male","Chinese","Yes","Yes","business","active","1975-10-16 00:00:00"
"755","Nora","Morrison","female","English","Yes","No"," physical","inactive","1950-01-09 00:00:00"
"756","Mia","Ouellet","female","English","Yes","No"," physical","active","1940-02-24 00:00:00"
"757","Olivia","Pelletier","female","English","Yes","Yes"," physical","active","1946-12-07 00:00:00"
"758","Logan","Bouchard","male","English","Yes","Yes"," physical","inactive","1963-12-24 00:00:00"
"759","Leo","Hall","male","French","Yes","No"," physical","active","1994-07-14 00:00:00"
"760","Charlotte","Graham","female","English","Yes","No"," physical","active","1949-10-11 00:00:00"
"761","Hannah","Gauthier","female","French","No","No"," physical","active","1952-02-29 00:00:00"
"762","Lily","Rogen","female","English","No","No"," physical","active","1959-07-27 00:00:00"
"763","Isla","Martin","female","English","No","No"," physical","active","1988-01-22 00:00:00"
"764","Logan","Levesque","male","English","Yes","Yes"," physical","active","1994-09-22 00:00:00"
"765","Jacob","Rogen","male","English","No","No"," physical","active","1974-02-23 00:00:00"
"766","Aria","Graham","female","French","Yes","No"," physical","active","1989-05-03 00:00:00"
"767","Nora","Peters","female","French","No","No"," physical","active","1995-09-11 00:00:00"
"768","Jack","Michaud","male","English","No","No","business","active","1959-10-24 00:00:00"
"769","Elliot","Gill","male","English","No","Yes"," physical","active","1962-03-18 00:00:00"
"770","Abigail","Khan","female","English","Yes","No"," physical","active","1942-08-23 00:00:00"
"771","Noah","Murray","male","English","Yes","Yes"," physical","active","1946-10-16 00:00:00"
"772","Jacob","Morin","male","English","Yes","No"," physical","active","1980-02-23 00:00:00"
"773","Amelia","Anderson","female","English","No","No"," physical","active","1999-09-02 00:00:00"
"774","Emma","Lin","female","English","Yes","No"," physical","active","1944-03-26 00:00:00"
"775","Liam","Belanger","male","English","No","Yes"," physical","active","2000-06-10 00:00:00"
"776","Lucas","Belanger","male","English","No","No"," physical","active","1951-11-29 00:00:00"
"777","Emma","Anderson","female","English","Yes","No"," physical","active","1989-03-12 00:00:00"
"778","Lucas","Lavoie","male","English","No","No"," physical","active","1992-12-21 00:00:00"
"779","Logan","Davis","male","English","Yes","Yes","business","active","1972-10-27 00:00:00"
"780","Mila","Nguyen","female","French","No","Yes"," physical","active","1990-04-06 00:00:00"
"781","Henry","Harris","male","English","Yes","No"," physical","active","1986-07-14 00:00:00"
"782","Scarlett","Landry","female","English","Yes","No"," physical","active","1941-10-22 00:00:00"
"783","Jackson","Girard","male","English","Yes","No"," physical","active","1966-03-17 00:00:00"
"784","Luca","Gagnon","male","English","No","Yes"," physical","active","1985-09-25 00:00:00"
"785","Hannah","Martin","female","French","No","No"," physical","active","1978-04-03 00:00:00"
"786","Nathan","Nguyen","male","English","No","Yes"," physical","inactive","1957-10-31 00:00:00"
"787","Noah","Morin","male","English","Yes","Yes"," physical","active","1951-07-01 00:00:00"
"788","Emma","Fortin","female","French","No","Yes"," physical","inactive","1973-03-31 00:00:00"
"789","Isabella","Khan","female","English","Yes","Yes"," physical","inactive","1994-02-13 00:00:00"
"790","Levi","Hall","male","English","Yes","Yes"," physical","active","1967-06-30 00:00:00"
"791","Aria","Kennedy","female","English","No","Yes"," physical","active","1988-07-30 00:00:00"
"792","Olivia","Khan","female","English","No","Yes"," physical","active","1955-10-10 00:00:00"
"793","Liam","Nadeau","male","English","Yes","Yes"," physical","active","1963-09-23 00:00:00"
"794","Nora","Nguyen","female","French","No","No"," physical","active","1992-02-27 00:00:00"
"795","Miles","Lin","male","English","No","Yes","business","active","1967-02-03 00:00:00"
"796","Olivia","Evans","female","English","Yes","No"," physical","inactive","1942-09-08 00:00:00"
"797","Alexander","Mitchell","male","English","Yes","Yes"," physical","active","1982-10-24 00:00:00"
"798","Logan","Lavoie","male","English","No","Yes"," physical","active","1951-07-09 00:00:00"
"799","Noah","Nguyen","male","English","No","Yes"," physical","active","1943-12-04 00:00:00"
"800","Ellie","Evans","female","English","No","No"," physical","active","1970-08-21 00:00:00"
"801","Charlotte","Khan","female","English","No","No"," physical","active","1953-03-29 00:00:00"
"802","Mateo","Beaulieu","male","English","No","Yes","business","active","1943-03-24 00:00:00"
"803","Olivia","Leblanc","female","English","No","Yes"," physical","active","1948-07-24 00:00:00"
"804","Scarlett","Johnston","female","English","No","No"," physical","active","1947-05-24 00:00:00"
"805","Ella","Lapointe","female","English","Yes","Yes","business","active","1963-01-15 00:00:00"
"806","Noah","Mitchell","male","English","Yes","Yes","business","active","1947-11-05 00:00:00"
"807","Abigail","Nadeau","female","English","No","Yes"," physical","active","1973-03-09 00:00:00"
"808","Logan","Rogen","male","English","No","Yes"," physical","active","1951-03-31 00:00:00"
"809","Miles","Lavoie","male","English","Yes","No"," physical","active","1989-06-21 00:00:00"
"810","Isla","Johnson","female","English","No","No"," physical","active","1974-03-26 00:00:00"
"811","Scarlett","Harris","female","English","No","Yes"," physical","active","2000-02-15 00:00:00"
"812","Alexander","Gauthier","male","English","No","Yes","business","active","1986-08-24 00:00:00"
"813","Emma","Gagnon","female","English","Yes","No"," physical","active","1992-02-26 00:00:00"
"814","Jacob","Pelletier","male","English","Yes","Yes"," physical","active","1956-08-28 00:00:00"
"815","James","Graham","male","English","Yes","Yes"," physical","inactive","1965-02-20 00:00:00"
"816","Liam","Johnson","male","English","Yes","Yes"," physical","active","1943-05-23 00:00:00"
"817","Scarlett","Nadeau","female","English","Yes","No"," physical","active","1985-12-10 00:00:00"
"818","Amelia","Nguyen","female","English","Yes","Yes"," physical","active","1992-04-25 00:00:00"
"819","Sophia","Landry","female","English","Yes","Yes"," physical","active","1990-04-21 00:00:00"
"820","Ella","Gauthier","female","English","No","Yes"," physical","active","1961-03-27 00:00:00"
"821","Levi","Kennedy","male","English","Yes","No"," physical","active","1966-12-09 00:00:00"
"822","Hannah","Lin","female","French","Yes","No"," physical","active","1960-02-01 00:00:00"
"823","Leo","Cameron","male","English","Yes","No","business","active","1973-10-15 00:00:00"
"824","Liam","Morrison","male","English","Yes","No","business","active","1985-04-09 00:00:00"
"825","Isabella","Gauthier","female","English","Yes","No"," physical","active","1978-10-08 00:00:00"
"826","Hannah","Peters","female","English","No","Yes"," physical","active","1997-05-09 00:00:00"
"827","Scarlett","Belanger","female","English","Yes","Yes"," physical","inactive","1946-07-14 00:00:00"
"828","Jacob","Richard","male","English","No","No"," physical","active","1965-12-07 00:00:00"
"829","James","Murray","male","English","No","Yes"," physical","active","1958-09-10 00:00:00"
"830","Oliver","Lavoie","male","English","Yes","No"," physical","inactive","1959-05-24 00:00:00"
"831","Mason","Gagnon","male","English","Yes","No"," physical","active","1977-05-27 00:00:00"
"832","Henry","Anderson","male","French","Yes","No"," physical","active","1965-01-10 00:00:00"
"833","Leah","Mitchell","female","English","No","Yes"," physical","active","1992-01-30 00:00:00"
"834","Mila","Khan","female","English","Yes","Yes"," physical","active","1966-06-11 00:00:00"
"835","Mateo","Fortin","male","English","Yes","No"," physical","active","1951-01-31 00:00:00"
"836","Henry","Bouchard","male","English","Yes","No","business","active","1948-05-23 00:00:00"
"837","Nathan","Peters","male","French","Yes","Yes"," physical","active","1954-08-03 00:00:00"
"838","Isla","Landry","female","English","Yes","No"," physical","inactive","1950-11-25 00:00:00"
"839","Mia","Gagnon","female","English","Yes","Yes"," physical","active","1960-10-07 00:00:00"
"840","Chloe","Morin","female","English","No","No"," physical","active","1947-12-19 00:00:00"
"841","Ethan","Lewis","male","English","Yes","Yes"," physical","active","1970-06-06 00:00:00"
"842","Oliver","Reynolds","male","English","No","No"," physical","active","1985-04-17 00:00:00"
"843","Ava","Pelletier","female","English","Yes","No"," physical","active","1949-12-22 00:00:00"
"844","Sophia","MacDonald","female","English","Yes","No"," physical","active","1976-11-18 00:00:00"
"845","Mateo","Gauthier","male","French","No","Yes"," physical","active","1955-01-08 00:00:00"
"846","Benjamin","Morin","male","English","Yes","No"," physical","active","1974-10-21 00:00:00"
"847","Hannah","Richard","female","English","Yes","Yes"," physical","active","1986-11-06 00:00:00"
"848","Jack","Harris","male","English","No","Yes"," physical","active","1942-11-26 00:00:00"
"849","Mia","Pelletier","female","English","No","Yes"," physical","active","1976-03-29 00:00:00"
"850","Ella","Robinson","female","English","No","No"," physical","active","1975-02-11 00:00:00"
"851","Benjamin","Chen","male","French","Yes","No"," physical","active","2001-02-18 00:00:00"
"852","Liam","Gagnon","male","Chinese","Yes","Yes"," physical","active","2000-06-29 00:00:00"
"853","Leo","Lapointe","male","French","Yes","Yes"," physical","active","1980-02-06 00:00:00"
"854","Noah","Patel","male","French","Yes","No"," physical","active","1999-03-30 00:00:00"
"855","Ava","Graham","female","English","Yes","Yes"," physical","active","1995-02-03 00:00:00"
"856","Oliver","Morrison","male","English","No","No","business","active","1960-12-07 00:00:00"
"857","William","Evans","male","English","Yes","No"," physical","active","1989-02-05 00:00:00"
"858","Sophia","Levesque","female","Chinese","No","No"," physical","active","1996-05-05 00:00:00"
"859","Leo","Patel","male","English","No","No"," physical","active","1979-10-07 00:00:00"
"860","Lily","Khan","female","English","No","No"," physical","active","1965-07-17 00:00:00"
"861","Riley","Grant","female","French","Yes","No"," physical","active","1946-04-15 00:00:00"
"862","Levi","Lavoie","male","English","No","No"," physical","active","1943-01-02 00:00:00"
"863","Nathan","Grant","male","French","No","Yes"," physical","active","1976-08-25 00:00:00"
"864","Lily","Gill","female","English","Yes","No"," physical","active","1993-03-07 00:00:00"
"865","Benjamin","Gauthier","male","French","No","Yes"," physical","active","1997-05-26 00:00:00"
"866","Jacob","Murray","male","Chinese","No","Yes"," physical","inactive","1946-03-19 00:00:00"
"867","Ava","Campbell","female","English","Yes","No"," physical","active","1979-12-03 00:00:00"
"868","James","Chen","male","English","No","No"," physical","inactive","1977-03-19 00:00:00"
"869","Benjamin","Jackson","male","English","Yes","No"," physical","active","1999-10-05 00:00:00"
"870","Logan","Cameron","male","French","Yes","Yes"," physical","active","1967-07-04 00:00:00"
"871","James","Evans","male","English","Yes","No"," physical","active","1965-12-02 00:00:00"
"872","Mila","Chen","female","French","Yes","Yes"," physical","active","1994-07-14 00:00:00"
"873","Theodore","Patel","male","French","Yes","No","business","active","1987-04-25 00:00:00"
"874","Nathan","Morrison","male","English","Yes","Yes"," physical","active","1972-07-21 00:00:00"
"875","Abigail","Pelletier","female","English","No","Yes"," physical","inactive","1941-05-18 00:00:00"
"876","Everly","Fortin","female","Chinese","Yes","No"," physical","active","1969-11-18 00:00:00"
"877","Grayson","Gauthier","male","French","No","No","business","active","1987-02-13 00:00:00"
"878","Leo","Harris","male","English","No","Yes","business","inactive","1958-03-03 00:00:00"
"879","Nora","Hall","female","English","Yes","No"," physical","active","1941-08-06 00:00:00"
"880","Mila","Mitchell","female","English","No","Yes"," physical","active","1949-01-21 00:00:00"
"881","Everly","Campbell","female","French","Yes","No"," physical","active","1988-09-17 00:00:00"
"882","Everly","Pelletier","female","English","Yes","Yes"," physical","active","1963-10-12 00:00:00"
"883","Abigail","Pelletier","female","French","Yes","Yes"," physical","inactive","1979-02-02 00:00:00"
"884","Theodore","Bouchard","male","French","No","Yes"," physical","active","1995-06-04 00:00:00"
"885","Ethan","Ouellet","male","English","No","Yes"," physical","active","1960-09-16 00:00:00"
"886","Noah","Lewis","male","English","Yes","Yes"," physical","active","1965-10-21 00:00:00"
"887","Leo","Lapointe","male","English","No","Yes"," physical","active","1984-04-25 00:00:00"
"888","Lucas","Campbell","male","English","No","No"," physical","active","1961-12-22 00:00:00"
"889","Zoey","Lewis","female","French","Yes","No"," physical","active","1941-10-14 00:00:00"
"890","Alexander","Lapointe","male","English","Yes","No","business","active","1960-05-20 00:00:00"
"891","Ava","Gagnon","female","English","No","No"," physical","active","1990-11-11 00:00:00"
"892","William","Graham","male","English","Yes","Yes"," physical","active","1985-06-29 00:00:00"
"893","Emma","Reynolds","female","English","Yes","Yes"," physical","inactive","2000-01-31 00:00:00"
"894","Liam","Belanger","male","English","Yes","No","business","active","1942-06-09 00:00:00"
"895","Grayson","Landry","male","English","Yes","No"," physical","active","1950-07-14 00:00:00"
"896","Lily","Evans","female","French","No","No"," physical","active","1963-07-29 00:00:00"
"897","Sophia","Kennedy","female","Chinese","Yes","No"," physical","active","1944-10-05 00:00:00"
"898","Leo","Khan","male","English","Yes","Yes"," physical","active","1960-10-26 00:00:00"
"899","Ava","Mitchell","female","English","Yes","No"," physical","active","2000-12-28 00:00:00"
"900","Miles","Evans","male","English","Yes","No"," physical","active","1941-11-25 00:00:00"
"901","Logan","Ouellet","male","French","Yes","No"," physical","active","1986-12-26 00:00:00"
"902","Noah","Michaud","male","English","Yes","Yes"," physical","active","1953-07-07 00:00:00"
"903","Amelia","Campbell","female","French","Yes","Yes","business","active","1982-05-04 00:00:00"
"904","Abigail","Cameron","female","English","Yes","Yes"," physical","active","1957-03-07 00:00:00"
"905","Zoey","Davis","female","English","Yes","Yes"," physical","active","1991-10-13 00:00:00"
"906","Elliot","MacDonald","male","Chinese","Yes","Yes"," physical","active","2001-01-23 00:00:00"
"907","Chloe","Murray","female","French","No","Yes"," physical","active","1989-01-16 00:00:00"
"908","Mia","Jackson","female","English","Yes","No"," physical","active","1999-02-08 00:00:00"
"909","Nora","Landry","female","English","No","Yes"," physical","active","1992-12-14 00:00:00"
"910","Lucas","Lewis","male","English","No","No"," physical","active","1965-03-28 00:00:00"
"911","Isabella","Robinson","female","English","Yes","Yes"," physical","active","1951-12-28 00:00:00"
"912","Luca","Lin","male","French","Yes","Yes"," physical","active","1951-12-22 00:00:00"
"913","Charlotte","Nguyen","female","French","Yes","Yes"," physical","active","1989-06-21 00:00:00"
"914","Oliver","Martin","male","English","Yes","Yes"," physical","inactive","1966-02-18 00:00:00"
"915","Isla","Martin","female","English","Yes","No"," physical","active","1995-06-25 00:00:00"
"916","Chloe","Grant","female","French","No","No"," physical","active","1996-11-13 00:00:00"
"917","Leo","Lapointe","male","English","Yes","Yes"," physical","inactive","1979-07-15 00:00:00"
"918","Chloe","Beaulieu","female","English","Yes","Yes"," physical","inactive","1951-05-29 00:00:00"
"919","Levi","Nadeau","male","French","Yes","Yes"," physical","active","1952-12-14 00:00:00"
"920","Nora","Chen","female","English","Yes","Yes"," physical","active","1945-09-28 00:00:00"
